n,Resultado,Tempo_Relogio(ms),Tempo_CPU_Usuario(ms),Tempo_CPU_Sistema(ms)
0,Iteracao 0,0.009175,0.0086,0.0086
1,Iteracao 1,0.006131,0.0056,0.0056
2,Iteracao 2,0.002915,0.0027,0.0026
3,Iteracao 3,0.003883,0.0037,0.0036
4,Iteracao 4,0.00313,0.0029,0.0028
5,Iteracao 5,0.006432,0.006,0.006
6,Iteracao 6,0.002216,0.0021,0.002
7,Iteracao 7,0.005819,0.0054,0.0054
8,Iteracao 8,0.002108,0.0019,0.0019
9,Iteracao 9,0.011262,0.0105,0.0105
10,Iteracao 10,0.005475,0.0051,0.005
11,Iteracao 11,0.005776,0.0054,0.0053
12,Iteracao 12,0.002829,0.0026,0.0026
13,Iteracao 13,0.001915,0.0017,0.0018
14,Iteracao 14,0.009326,0.0087,0.0086
15,Iteracao 15,0.004034,0.0037,0.0037
16,Iteracao 16,0.002281,0.0021,0.002
17,Iteracao 17,0.002291,0.0022,0.0021
18,Iteracao 18,0.002614,0.0024,0.0024
19,Iteracao 19,0.002398,0.0022,0.0022
20,Iteracao 20,0.002463,0.0023,0.0022
21,Iteracao 21,0.005314,0.005,0.0049
22,Iteracao 22,0.005023,0.0047,0.0046
23,Iteracao 23,0.002334,0.0021,0.0021
24,Iteracao 24,0.002904,0.0027,0.0027
25,Iteracao 25,0.001968,0.0018,0.0018
26,Iteracao 26,0.00654,0.0061,0.0061
27,Iteracao 27,0.003754,0.0034,0.0035
28,Iteracao 28,0.009831,0.0091,0.0091
29,Iteracao 29,0.003786,0.0035,0.0035
30,Iteracao 30,0.002345,0.0022,0.0021
31,Iteracao 31,0.002958,0.0027,0.0027
32,Iteracao 32,0.001903,0.0018,0.0017
33,Iteracao 33,0.001969,0.0018,0.0017
34,Iteracao 34,0.002302,0.0021,0.0021
35,Iteracao 35,0.00341,0.0031,0.0031
36,Iteracao 36,0.003162,0.0029,0.0029
37,Iteracao 37,0.002301,0.0021,0.0021
38,Iteracao 38,0.006486,0.006,0.006
39,Iteracao 39,0.002237,0.0021,0.002
40,Iteracao 40,0.004012,0.0038,0.0037
41,Iteracao 41,0.002108,0.0019,0.0019
42,Iteracao 42,0.004518,0.0043,0.004
43,Iteracao 43,0.038507,0.0362,0.0367
44,Iteracao 44,0.008175,0.0073,0.0082
45,Iteracao 45,0.01265,0.0119,0.0113
46,Iteracao 46,0.003023,0.0029,0.0031
47,Iteracao 47,0.003238,0.003,0.0027
48,Iteracao 48,0.00995,0.009,0.009
49,Iteracao 49,0.005281,0.0057,0.0058
50,Iteracao 50,0.021921,0.0204,0.0209
51,Iteracao 51,0.033054,0.031,0.0307
52,Iteracao 52,0.010928,0.01,0.0101
53,Iteracao 53,0.009713,0.0093,0.009
54,Iteracao 54,0.03499,0.0323,0.032
55,Iteracao 55,0.005099,0.0047,0.0047
56,Iteracao 56,0.004259,0.0038,0.0038
57,Iteracao 57,0.02603,0.0242,0.0235
58,Iteracao 58,0.004539,0.0042,0.0041
59,Iteracao 59,0.004948,0.0046,0.0045
60,Iteracao 60,0.019501,0.0182,0.0182
61,Iteracao 61,0.008691,0.0068,0.0056
62,Iteracao 62,0.119749,0.1132,0.1147
63,Iteracao 63,0.005163,0.0047,0.0053
64,Iteracao 64,0.075025,0.0718,0.0723
65,Iteracao 65,0.289955,0.2703,0.2709
66,Iteracao 66,0.005647,0.0052,0.0051
67,Iteracao 67,0.010788,0.01,0.01
68,Iteracao 68,0.029052,0.0271,0.0271
69,Iteracao 69,0.006002,0.0055,0.0053
70,Iteracao 70,0.041627,0.0389,0.0391
71,Iteracao 71,0.00512,0.0049,0.0048
72,Iteracao 72,0.003474,0.0032,0.0036
73,Iteracao 73,0.272627,0.2602,0.2614
74,Iteracao 74,0.040142,0.0313,0.0204
75,Iteracao 75,0.043918,0.0394,0.038
76,Iteracao 76,0.371693,0.345,0.3368
77,Iteracao 77,0.12118,0.1137,0.1143
78,Iteracao 78,0.028859,0.027,0.0274
79,Iteracao 79,0.007411,0.0069,0.007
80,Iteracao 80,0.003119,0.0028,0.0029
81,Iteracao 81,0.01409,0.0131,0.0133
82,Iteracao 82,0.00384,0.0035,0.0035
83,Iteracao 83,0.007755,0.0072,0.0073
84,Iteracao 84,0.005055,0.0047,0.0047
85,Iteracao 85,0.010218,0.0097,0.0095
86,Iteracao 86,0.011101,0.0103,0.0104
87,Iteracao 87,0.00526,0.0048,0.0048
88,Iteracao 88,0.007057,0.0066,0.0065
89,Iteracao 89,0.003517,0.0033,0.0032
90,Iteracao 90,0.002872,0.0027,0.0026
91,Iteracao 91,0.004797,0.0041,0.0041
92,Iteracao 92,0.004044,0.0038,0.0037
93,Iteracao 93,0.002421,0.0022,0.002
94,Iteracao 94,0.002464,0.0023,0.0022
95,Iteracao 95,0.005346,0.005,0.0048
96,Iteracao 96,0.002646,0.0024,0.0024
97,Iteracao 97,0.003657,0.0033,0.0034
98,Iteracao 98,0.011778,0.0109,0.011
99,Iteracao 99,0.004635,0.0043,0.0044
100,Iteracao 100,0.004571,0.0043,0.0044
101,Iteracao 101,0.007992,0.0075,0.0074
102,Iteracao 102,0.007572,0.0071,0.0071
103,Iteracao 103,0.00328,0.0033,0.0032
104,Iteracao 104,0.075476,0.0713,0.0719
105,Iteracao 105,0.004001,0.0036,0.0034
106,Iteracao 106,0.00298,0.0029,0.0028
107,Iteracao 107,0.037012,0.0358,0.0369
108,Iteracao 108,0.003356,0.003,0.0029
109,Iteracao 109,0.085232,0.0802,0.081
110,Iteracao 110,0.014801,0.0138,0.0137
111,Iteracao 111,0.007594,0.0071,0.0071
112,Iteracao 112,0.009186,0.0086,0.0086
113,Iteracao 113,0.003001,0.0028,0.0026
114,Iteracao 114,0.00284,0.0025,0.0025
115,Iteracao 115,0.006744,0.0062,0.0063
116,Iteracao 116,0.003023,0.0028,0.0028
117,Iteracao 117,0.053652,0.0507,0.0512
118,Iteracao 118,0.004066,0.0038,0.0037
119,Iteracao 119,0.055653,0.053,0.0535
120,Iteracao 120,0.005292,0.0047,0.0046
121,Iteracao 121,0.012575,0.0117,0.0118
122,Iteracao 122,0.002474,0.0022,0.0022
123,Iteracao 123,0.01195,0.0112,0.0112
124,Iteracao 124,0.004001,0.0038,0.0038
125,Iteracao 125,0.003044,0.0028,0.0029
126,Iteracao 126,0.002592,0.0024,0.0024
127,Iteracao 127,0.058331,0.055,0.0552
128,Iteracao 128,0.002657,0.0025,0.0023
129,Iteracao 129,0.003657,0.0034,0.0034
130,Iteracao 130,0.061064,0.0572,0.0578
131,Iteracao 131,0.12175,0.114,0.1147
132,Iteracao 132,0.003098,0.0028,0.0027
133,Iteracao 133,0.004701,0.0044,0.0042
134,Iteracao 134,0.003324,0.003,0.003
135,Iteracao 135,0.007465,0.007,0.007
136,Iteracao 136,0.0027,0.0025,0.0025
137,Iteracao 137,0.003366,0.0031,0.003
138,Iteracao 138,0.017124,0.0161,0.016
139,Iteracao 139,0.002506,0.0023,0.0023
140,Iteracao 140,0.003754,0.0034,0.0034
141,Iteracao 141,0.004776,0.0043,0.0039
142,Iteracao 142,0.003464,0.003,0.0031
143,Iteracao 143,0.004948,0.0047,0.0046
144,Iteracao 144,0.003959,0.0036,0.0034
145,Iteracao 145,0.002248,0.0021,0.0021
146,Iteracao 146,0.004335,0.0041,0.0041
147,Iteracao 147,0.002076,0.0019,0.0019
148,Iteracao 148,0.003733,0.0034,0.0033
149,Iteracao 149,0.008239,0.0078,0.0078
150,Iteracao 150,0.012692,0.0118,0.0117
151,Iteracao 151,0.025707,0.0245,0.0248
152,Iteracao 152,0.003356,0.0031,0.0028
153,Iteracao 153,0.011305,0.0106,0.0105
154,Iteracao 154,0.002463,0.0023,0.0022
155,Iteracao 155,0.003528,0.0032,0.0033
156,Iteracao 156,0.002538,0.0024,0.0024
157,Iteracao 157,0.064881,0.0611,0.062
158,Iteracao 158,0.004947,0.0046,0.0046
159,Iteracao 159,0.002312,0.0021,0.002
160,Iteracao 160,0.003022,0.0027,0.0027
161,Iteracao 161,0.066226,0.0625,0.0631
162,Iteracao 162,0.037647,0.0351,0.0351
163,Iteracao 163,0.002226,0.002,0.0019
164,Iteracao 164,0.005098,0.0048,0.0049
165,Iteracao 165,0.005389,0.005,0.005
166,Iteracao 166,0.003528,0.0032,0.0032
167,Iteracao 167,0.007078,0.0066,0.0066
168,Iteracao 168,0.004517,0.0042,0.0043
169,Iteracao 169,0.003238,0.003,0.003
170,Iteracao 170,0.002022,0.0018,0.0017
171,Iteracao 171,0.003518,0.0032,0.0033
172,Iteracao 172,0.006271,0.0059,0.0065
173,Iteracao 173,0.006841,0.0065,0.0061
174,Iteracao 174,0.002323,0.0022,0.0021
175,Iteracao 175,0.010896,0.0102,0.0102
176,Iteracao 176,0.003206,0.0029,0.0029
177,Iteracao 177,0.004151,0.004,0.004
178,Iteracao 178,0.002829,0.0026,0.0026
179,Iteracao 179,0.02546,0.0239,0.0238
180,Iteracao 180,0.004614,0.0042,0.004
181,Iteracao 181,0.004055,0.0037,0.0036
182,Iteracao 182,0.003432,0.0031,0.0032
183,Iteracao 183,0.009251,0.0084,0.0085
184,Iteracao 184,0.003593,0.0032,0.003
185,Iteracao 185,0.002861,0.0027,0.0027
186,Iteracao 186,0.061676,0.058,0.0585
187,Iteracao 187,0.00498,0.0046,0.0041
188,Iteracao 188,0.002808,0.0026,0.0026
189,Iteracao 189,0.15077,0.141,0.1418
190,Iteracao 190,0.129526,0.1214,0.1221
191,Iteracao 191,0.010627,0.0098,0.0097
192,Iteracao 192,0.003356,0.0029,0.003
193,Iteracao 193,0.062731,0.059,0.0594
194,Iteracao 194,0.006218,0.0057,0.0056
195,Iteracao 195,0.018597,0.0173,0.0173
196,Iteracao 196,0.014144,0.0134,0.0134
197,Iteracao 197,0.018146,0.0168,0.0168
198,Iteracao 198,0.009089,0.0085,0.0086
199,Iteracao 199,0.004754,0.0045,0.0046
200,Iteracao 200,0.006261,0.0059,0.0059
201,Iteracao 201,0.002882,0.0027,0.0028
202,Iteracao 202,0.015199,0.014,0.0138
203,Iteracao 203,0.002937,0.0029,0.0027
204,Iteracao 204,0.006529,0.006,0.0058
205,Iteracao 205,0.012401,0.0117,0.0117
206,Iteracao 206,0.002033,0.0019,0.0018
207,Iteracao 207,0.005948,0.0056,0.0056
208,Iteracao 208,0.003345,0.0032,0.0032
209,Iteracao 209,0.003098,0.0028,0.0029
210,Iteracao 210,0.00484,0.0046,0.0047
211,Iteracao 211,0.003313,0.0031,0.0029
212,Iteracao 212,0.00228,0.002,0.0019
213,Iteracao 213,0.008013,0.0065,0.0055
214,Iteracao 214,0.021093,0.0194,0.0193
215,Iteracao 215,0.00399,0.0036,0.0034
216,Iteracao 216,0.005141,0.0047,0.0048
217,Iteracao 217,0.002807,0.0026,0.0026
218,Iteracao 218,0.002722,0.0023,0.0024
219,Iteracao 219,0.002775,0.0026,0.0026
220,Iteracao 220,0.003345,0.0031,0.0033
221,Iteracao 221,0.003464,0.0033,0.0033
222,Iteracao 222,0.002721,0.0025,0.0026
223,Iteracao 223,0.00939,0.0086,0.0086
224,Iteracao 224,0.006776,0.0064,0.0063
225,Iteracao 225,0.002861,0.0027,0.0027
226,Iteracao 226,0.00626,0.0059,0.0058
227,Iteracao 227,0.002474,0.0023,0.0023
228,Iteracao 228,0.002883,0.0025,0.0025
229,Iteracao 229,0.002366,0.0022,0.0024
230,Iteracao 230,0.003012,0.0028,0.003
231,Iteracao 231,0.010541,0.0099,0.0099
232,Iteracao 232,0.002216,0.002,0.0019
233,Iteracao 233,0.002474,0.0022,0.0023
234,Iteracao 234,0.005239,0.0048,0.0047
235,Iteracao 235,0.005066,0.0051,0.0053
236,Iteracao 236,0.00768,0.0071,0.0073
237,Iteracao 237,0.002678,0.0022,0.0022
238,Iteracao 238,0.002539,0.0023,0.0024
239,Iteracao 239,0.00299,0.0027,0.0026
240,Iteracao 240,0.01848,0.0174,0.0173
241,Iteracao 241,0.003109,0.0026,0.0028
242,Iteracao 242,0.004335,0.004,0.0041
243,Iteracao 243,0.006346,0.0062,0.0062
244,Iteracao 244,0.003636,0.0036,0.0036
245,Iteracao 245,0.002894,0.0028,0.0028
246,Iteracao 246,0.005314,0.005,0.0049
247,Iteracao 247,0.003087,0.0028,0.0031
248,Iteracao 248,0.017995,0.0168,0.0169
249,Iteracao 249,0.011058,0.0102,0.0103
250,Iteracao 250,0.00726,0.0067,0.0067
251,Iteracao 251,0.002097,0.0018,0.0018
252,Iteracao 252,0.002215,0.002,0.002
253,Iteracao 253,0.006249,0.0057,0.0056
254,Iteracao 254,0.003163,0.0031,0.003
255,Iteracao 255,0.010949,0.0102,0.0102
256,Iteracao 256,0.006206,0.0058,0.0057
257,Iteracao 257,0.00341,0.0032,0.0031
258,Iteracao 258,0.004991,0.0047,0.0047
259,Iteracao 259,0.004689,0.0042,0.0042
260,Iteracao 260,0.004926,0.0045,0.0045
261,Iteracao 261,0.006131,0.0058,0.0058
262,Iteracao 262,0.004883,0.0045,0.0045
263,Iteracao 263,0.004012,0.0037,0.0037
264,Iteracao 264,0.002334,0.0021,0.0018
265,Iteracao 265,0.003077,0.0024,0.0027
266,Iteracao 266,0.002226,0.002,0.002
267,Iteracao 267,0.002764,0.0025,0.0025
268,Iteracao 268,0.00228,0.0021,0.0021
269,Iteracao 269,0.002215,0.002,0.002
270,Iteracao 270,0.002571,0.0023,0.0022
271,Iteracao 271,0.003959,0.0037,0.0036
272,Iteracao 272,0.002388,0.0022,0.0022
273,Iteracao 273,0.002861,0.0026,0.0024
274,Iteracao 274,0.002839,0.0026,0.0026
275,Iteracao 275,0.002345,0.0022,0.0022
276,Iteracao 276,0.003323,0.0031,0.0031
277,Iteracao 277,0.00227,0.0021,0.0021
278,Iteracao 278,0.007325,0.0068,0.0069
279,Iteracao 279,0.005948,0.0055,0.0056
280,Iteracao 280,0.003894,0.0037,0.0036
281,Iteracao 281,0.003248,0.003,0.003
282,Iteracao 282,0.008024,0.0074,0.0075
283,Iteracao 283,0.008616,0.008,0.008
284,Iteracao 284,0.004507,0.0041,0.0042
285,Iteracao 285,0.004185,0.004,0.0042
286,Iteracao 286,0.010014,0.0093,0.0094
287,Iteracao 287,0.003797,0.0034,0.0033
288,Iteracao 288,0.002689,0.0024,0.0025
289,Iteracao 289,0.009949,0.0092,0.0091
290,Iteracao 290,0.003055,0.0028,0.0027
291,Iteracao 291,0.008078,0.0076,0.0075
292,Iteracao 292,0.009616,0.0089,0.009
293,Iteracao 293,0.002054,0.0019,0.0019
294,Iteracao 294,0.002549,0.0023,0.0023
295,Iteracao 295,0.087125,0.0819,0.0824
296,Iteracao 296,0.010519,0.01,0.01
297,Iteracao 297,0.002184,0.002,0.002
298,Iteracao 298,0.065419,0.0612,0.0617
299,Iteracao 299,0.010401,0.0097,0.0095
300,Iteracao 300,0.005679,0.0053,0.0053
301,Iteracao 301,0.014241,0.0134,0.0134
302,Iteracao 302,0.002129,0.0019,0.0019
303,Iteracao 303,0.048414,0.0457,0.0463
304,Iteracao 304,0.01778,0.0166,0.0168
305,Iteracao 305,0.002582,0.0024,0.0025
306,Iteracao 306,0.003561,0.0036,0.0036
307,Iteracao 307,0.010122,0.0082,0.0064
308,Iteracao 308,0.014596,0.0138,0.0137
309,Iteracao 309,0.0027,0.0025,0.0025
310,Iteracao 310,0.003195,0.003,0.0028
311,Iteracao 311,0.052103,0.0502,0.0508
312,Iteracao 312,0.003205,0.0029,0.0029
313,Iteracao 313,0.002043,0.0019,0.0019
314,Iteracao 314,0.011617,0.0108,0.0109
315,Iteracao 315,0.002119,0.002,0.0026
316,Iteracao 316,0.063505,0.0601,0.0611
317,Iteracao 317,0.001883,0.0017,0.0016
318,Iteracao 318,0.007788,0.0072,0.0073
319,Iteracao 319,0.004302,0.004,0.0036
320,Iteracao 320,0.07623,0.0718,0.0722
321,Iteracao 321,0.003141,0.0029,0.0029
322,Iteracao 322,0.002829,0.0026,0.0026
323,Iteracao 323,0.006873,0.0063,0.0072
324,Iteracao 324,0.005991,0.0052,0.0057
325,Iteracao 325,0.003098,0.0028,0.0028
326,Iteracao 326,0.00655,0.0062,0.0059
327,Iteracao 327,0.004227,0.0039,0.0039
328,Iteracao 328,0.002409,0.0022,0.0022
329,Iteracao 329,0.003711,0.0034,0.0033
330,Iteracao 330,0.007088,0.0067,0.0066
331,Iteracao 331,0.002431,0.0023,0.0022
332,Iteracao 332,0.00327,0.0032,0.0032
333,Iteracao 333,0.006722,0.0067,0.0066
334,Iteracao 334,0.004238,0.004,0.0039
335,Iteracao 335,0.002452,0.0022,0.0023
336,Iteracao 336,0.00285,0.003,0.0026
337,Iteracao 337,0.014306,0.0133,0.0138
338,Iteracao 338,0.003807,0.0034,0.0034
339,Iteracao 339,0.005625,0.0053,0.0053
340,Iteracao 340,0.006121,0.0057,0.0056
341,Iteracao 341,0.001936,0.0018,0.0019
342,Iteracao 342,0.006367,0.006,0.0066
343,Iteracao 343,0.002646,0.0024,0.0023
344,Iteracao 344,0.002151,0.002,0.002
345,Iteracao 345,0.002367,0.0022,0.0022
346,Iteracao 346,0.003969,0.0037,0.0037
347,Iteracao 347,0.002549,0.0024,0.0024
348,Iteracao 348,0.002065,0.0019,0.0019
349,Iteracao 349,0.003248,0.003,0.003
350,Iteracao 350,0.010068,0.0095,0.0094
351,Iteracao 351,0.002162,0.002,0.0019
352,Iteracao 352,0.00284,0.0026,0.0028
353,Iteracao 353,0.006636,0.0061,0.0062
354,Iteracao 354,0.002646,0.0024,0.0023
355,Iteracao 355,0.004345,0.004,0.004
356,Iteracao 356,0.004334,0.0039,0.0039
357,Iteracao 357,0.002173,0.002,0.002
358,Iteracao 358,0.002335,0.0021,0.0022
359,Iteracao 359,0.002474,0.0023,0.0023
360,Iteracao 360,0.010078,0.0094,0.0097
361,Iteracao 361,0.003905,0.0036,0.0035
362,Iteracao 362,0.00583,0.0044,0.0035
363,Iteracao 363,0.019372,0.018,0.0182
364,Iteracao 364,0.002721,0.0025,0.0026
365,Iteracao 365,0.007271,0.0068,0.0068
366,Iteracao 366,0.024459,0.0226,0.0036
367,Iteracao 367,0.002753,0.0025,0.0024
368,Iteracao 368,0.071905,0.0677,0.0681
369,Iteracao 369,0.027977,0.026,0.026
370,Iteracao 370,0.141391,0.1322,0.1327
371,Iteracao 371,0.158891,0.1483,0.1493
372,Iteracao 372,0.082403,0.0772,0.0783
373,Iteracao 373,0.054309,0.051,0.0508
374,Iteracao 374,0.003743,0.0034,0.0032
375,Iteracao 375,0.115801,0.1082,0.1087
376,Iteracao 376,0.070776,0.0665,0.067
377,Iteracao 377,0.003055,0.0028,0.0028
378,Iteracao 378,0.051845,0.0485,0.0489
379,Iteracao 379,0.024707,0.0228,0.0225
380,Iteracao 380,0.010821,0.0096,0.0099
381,Iteracao 381,0.003926,0.0038,0.0038
382,Iteracao 382,0.027708,0.0258,0.0258
383,Iteracao 383,0.009122,0.0087,0.0088
384,Iteracao 384,0.007185,0.0067,0.0066
385,Iteracao 385,0.002313,0.0021,0.0025
386,Iteracao 386,0.006239,0.0058,0.0056
387,Iteracao 387,0.01223,0.0114,0.0113
388,Iteracao 388,0.007336,0.007,0.007
389,Iteracao 389,0.004959,0.0046,0.0046
390,Iteracao 390,0.006465,0.006,0.0061
391,Iteracao 391,0.002452,0.0022,0.0022
392,Iteracao 392,0.005765,0.0051,0.0054
393,Iteracao 393,0.052405,0.0496,0.0502
394,Iteracao 394,0.00371,0.0033,0.0032
395,Iteracao 395,0.067323,0.063,0.0636
396,Iteracao 396,0.002334,0.0021,0.0022
397,Iteracao 397,0.017382,0.0162,0.0161
398,Iteracao 398,0.022363,0.0208,0.0207
399,Iteracao 399,0.003291,0.0029,0.0027
400,Iteracao 400,0.003603,0.0032,0.0033
401,Iteracao 401,0.024642,0.0229,0.023
402,Iteracao 402,0.006776,0.0063,0.006
403,Iteracao 403,0.004345,0.0042,0.0041
404,Iteracao 404,0.018156,0.017,0.0169
405,Iteracao 405,0.01181,0.0108,0.0108
406,Iteracao 406,0.002496,0.0023,0.0022
407,Iteracao 407,0.009497,0.0089,0.0091
408,Iteracao 408,0.014768,0.014,0.014
409,Iteracao 409,0.002421,0.0024,0.0023
410,Iteracao 410,0.002528,0.0023,0.0024
411,Iteracao 411,0.002506,0.0023,0.0022
412,Iteracao 412,0.003517,0.0033,0.0032
413,Iteracao 413,0.006045,0.0056,0.0056
414,Iteracao 414,0.008454,0.0078,0.0081
415,Iteracao 415,0.012736,0.012,0.0118
416,Iteracao 416,0.008196,0.0076,0.0076
417,Iteracao 417,0.004345,0.004,0.004
418,Iteracao 418,0.014005,0.013,0.013
419,Iteracao 419,0.056094,0.0528,0.0533
420,Iteracao 420,0.006894,0.0056,0.0051
421,Iteracao 421,0.003292,0.0031,0.003
422,Iteracao 422,0.057696,0.0543,0.0547
423,Iteracao 423,0.003151,0.0029,0.0028
424,Iteracao 424,0.062483,0.0587,0.0591
425,Iteracao 425,0.002538,0.0023,0.0024
426,Iteracao 426,0.012531,0.0117,0.0116
427,Iteracao 427,0.027955,0.0251,0.0252
428,Iteracao 428,0.002184,0.0021,0.002
429,Iteracao 429,0.006744,0.0063,0.0062
430,Iteracao 430,0.018931,0.0176,0.0176
431,Iteracao 431,0.002334,0.0021,0.0021
432,Iteracao 432,0.002054,0.0019,0.0019
433,Iteracao 433,0.058137,0.0547,0.055
434,Iteracao 434,0.00256,0.0024,0.0023
435,Iteracao 435,0.014446,0.0135,0.0135
436,Iteracao 436,0.004001,0.0037,0.0037
437,Iteracao 437,0.00839,0.0078,0.0078
438,Iteracao 438,0.00626,0.006,0.0059
439,Iteracao 439,0.01067,0.0099,0.01
440,Iteracao 440,0.005572,0.0052,0.0051
441,Iteracao 441,0.002721,0.0025,0.0025
442,Iteracao 442,0.009013,0.0084,0.0084
443,Iteracao 443,0.003862,0.0036,0.0036
444,Iteracao 444,0.002216,0.002,0.0019
445,Iteracao 445,0.012144,0.0114,0.0113
446,Iteracao 446,0.006723,0.0062,0.0062
447,Iteracao 447,0.00512,0.0047,0.0047
448,Iteracao 448,0.003722,0.0034,0.0035
449,Iteracao 449,0.006884,0.0064,0.0064
450,Iteracao 450,0.00541,0.005,0.005
451,Iteracao 451,0.005131,0.0049,0.0049
452,Iteracao 452,0.003227,0.003,0.0029
453,Iteracao 453,0.004689,0.0043,0.0043
454,Iteracao 454,0.00242,0.0022,0.0022
455,Iteracao 455,0.007884,0.0073,0.0073
456,Iteracao 456,0.002388,0.0023,0.0022
457,Iteracao 457,0.007239,0.0067,0.0067
458,Iteracao 458,0.002925,0.0027,0.0027
459,Iteracao 459,0.002205,0.002,0.002
460,Iteracao 460,0.002356,0.0021,0.0022
461,Iteracao 461,0.002442,0.0023,0.0022
462,Iteracao 462,0.002528,0.0023,0.0023
463,Iteracao 463,0.008358,0.0078,0.0078
464,Iteracao 464,0.002291,0.0021,0.0021
465,Iteracao 465,0.002936,0.0027,0.0027
466,Iteracao 466,0.002926,0.0027,0.0026
467,Iteracao 467,0.002388,0.0021,0.0022
468,Iteracao 468,0.002431,0.0022,0.0022
469,Iteracao 469,0.002463,0.0022,0.0022
470,Iteracao 470,0.003463,0.0032,0.0032
471,Iteracao 471,0.005067,0.0047,0.0047
472,Iteracao 472,0.006249,0.0058,0.0058
473,Iteracao 473,0.00299,0.0027,0.0027
474,Iteracao 474,0.003409,0.0032,0.0031
475,Iteracao 475,0.003163,0.0028,0.0028
476,Iteracao 476,0.005023,0.0046,0.0047
477,Iteracao 477,0.002356,0.0022,0.0021
478,Iteracao 478,0.009906,0.0093,0.0093
479,Iteracao 479,0.004679,0.0044,0.0043
480,Iteracao 480,0.005754,0.0053,0.0053
481,Iteracao 481,0.003894,0.0037,0.0036
482,Iteracao 482,0.002581,0.0024,0.0024
483,Iteracao 483,0.009336,0.0087,0.0087
484,Iteracao 484,0.002496,0.0024,0.0023
485,Iteracao 485,0.007217,0.0066,0.0067
486,Iteracao 486,0.004518,0.0042,0.0042
487,Iteracao 487,0.004001,0.0037,0.0038
488,Iteracao 488,0.002453,0.0023,0.0022
489,Iteracao 489,0.006745,0.0063,0.0063
490,Iteracao 490,0.002657,0.0024,0.0024
491,Iteracao 491,0.008497,0.008,0.0081
492,Iteracao 492,0.003227,0.0029,0.0027
493,Iteracao 493,0.034915,0.0325,0.0054
494,Iteracao 494,0.00285,0.0025,0.0025
495,Iteracao 495,0.004776,0.0044,0.0045
496,Iteracao 496,0.006701,0.0062,0.0064
497,Iteracao 497,0.00341,0.0031,0.0032
498,Iteracao 498,0.004507,0.0042,0.0041
499,Iteracao 499,0.004496,0.0042,0.0041
500,Iteracao 500,0.003034,0.0027,0.0027
501,Iteracao 501,0.013036,0.0121,0.012
502,Iteracao 502,0.002259,0.0021,0.0021
503,Iteracao 503,0.002388,0.0022,0.0022
504,Iteracao 504,0.006099,0.0057,0.0057
505,Iteracao 505,0.003657,0.0034,0.0034
506,Iteracao 506,0.002603,0.0024,0.0024
507,Iteracao 507,0.006131,0.0056,0.0056
508,Iteracao 508,0.002388,0.0022,0.0021
509,Iteracao 509,0.002463,0.0023,0.0022
510,Iteracao 510,0.009498,0.0088,0.0088
511,Iteracao 511,0.005776,0.0053,0.0053
512,Iteracao 512,0.005906,0.0054,0.0055
513,Iteracao 513,0.002269,0.002,0.0021
514,Iteracao 514,0.006421,0.006,0.006
515,Iteracao 515,0.002388,0.0022,0.0022
516,Iteracao 516,0.002259,0.002,0.002
517,Iteracao 517,0.004389,0.0041,0.004
518,Iteracao 518,0.005464,0.0051,0.005
519,Iteracao 519,0.004453,0.0043,0.0042
520,Iteracao 520,0.009294,0.0083,0.0082
521,Iteracao 521,0.006066,0.0057,0.0057
522,Iteracao 522,0.00256,0.0023,0.0023
523,Iteracao 523,0.055621,0.0524,0.0529
524,Iteracao 524,0.023911,0.0223,0.0223
525,Iteracao 525,0.007099,0.0066,0.0066
526,Iteracao 526,0.008433,0.0079,0.0079
527,Iteracao 527,0.008132,0.0076,0.0076
528,Iteracao 528,0.007195,0.0067,0.0067
529,Iteracao 529,0.003453,0.0032,0.0032
530,Iteracao 530,0.043456,0.0411,0.0414
531,Iteracao 531,0.054717,0.0514,0.0518
532,Iteracao 532,0.065882,0.0621,0.0624
533,Iteracao 533,0.004432,0.004,0.004
534,Iteracao 534,0.007992,0.0074,0.0074
535,Iteracao 535,0.004367,0.004,0.004
536,Iteracao 536,0.004539,0.0043,0.0042
537,Iteracao 537,0.003174,0.003,0.0029
538,Iteracao 538,0.002431,0.0022,0.0022
539,Iteracao 539,0.016899,0.0157,0.0157
540,Iteracao 540,0.003507,0.0034,0.0033
541,Iteracao 541,0.004389,0.004,0.004
542,Iteracao 542,0.002517,0.0023,0.0023
543,Iteracao 543,0.006766,0.0063,0.0064
544,Iteracao 544,0.003194,0.003,0.0029
545,Iteracao 545,0.008153,0.0075,0.0076
546,Iteracao 546,0.002603,0.0024,0.0024
547,Iteracao 547,0.00683,0.0064,0.0064
548,Iteracao 548,0.002592,0.0024,0.0023
549,Iteracao 549,0.003345,0.0031,0.0031
550,Iteracao 550,0.002979,0.0027,0.0027
551,Iteracao 551,0.002377,0.0022,0.0022
552,Iteracao 552,0.003528,0.0033,0.0033
553,Iteracao 553,0.0037,0.0034,0.0034
554,Iteracao 554,0.003463,0.0032,0.0032
